Accession	Name	Description	source	Filtered Spectra	Distinct Peptides	Coverage
P35658	NUP214	Nuclear pore complex protein Nup214 OS=Homo sapiens GN=NUP214 PE=1 SV=2	no4SU_minus_rep2	27	21	34.7368421052632
P35658	NUP214	Nuclear pore complex protein Nup214 OS=Homo sapiens GN=NUP214 PE=1 SV=2	no4SU_plus_rep1	2	2	51.2918660287081
P35658	NUP214	Nuclear pore complex protein Nup214 OS=Homo sapiens GN=NUP214 PE=1 SV=2	no4SU_plus_rep2	17	13	34.7368421052632
Q9UKX7	NUP50	Nuclear pore complex protein Nup50 OS=Homo sapiens GN=NUP50 PE=1 SV=2	clasp_minus_rep1	10	8	67.7350427350427
Q9UKX7	NUP50	Nuclear pore complex protein Nup50 OS=Homo sapiens GN=NUP50 PE=1 SV=2	clasp_minus_rep2	9	9	67.7350427350427
Q9UKX7	NUP50	Nuclear pore complex protein Nup50 OS=Homo sapiens GN=NUP50 PE=1 SV=2	clasp_plus_rep1	12	11	67.7350427350427
Q9UKX7	NUP50	Nuclear pore complex protein Nup50 OS=Homo sapiens GN=NUP50 PE=1 SV=2	clasp_plus_rep2	14	14	67.7350427350427
P52948	NUP98	Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4	clasp_minus_rep1	26	16	21.1337369290039
P52948	NUP98	Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4	clasp_minus_rep2	34	23	21.1337369290038
P52948	NUP98	Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4	clasp_plus_rep1	32	20	21.1337369290038
P52948	NUP98	Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4	clasp_plus_rep2	32	20	21.1337369290038
Q9Y6K5	OAS3	2'-5'-oligoadenylate synthase 3 OS=Homo sapiens GN=OAS3 PE=1 SV=3	clasp_minus_rep1	10	10	20.2391904323827
Q9Y6K5	OAS3	2'-5'-oligoadenylate synthase 3 OS=Homo sapiens GN=OAS3 PE=1 SV=3	clasp_minus_rep2	10	10	20.2391904323827
Q15646	OASL	2'-5'-oligoadenylate synthase-like protein OS=Homo sapiens GN=OASL PE=1 SV=2	clasp_minus_rep1	5	4	29.1828793774319
Q15646	OASL	2'-5'-oligoadenylate synthase-like protein OS=Homo sapiens GN=OASL PE=1 SV=2	clasp_minus_rep2	6	6	29.1828793774319
Q02218	OGDH	2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=OGDH PE=1 SV=3	clasp_minus_rep1	5	5	28.4457478005865
Q02218	OGDH	2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=OGDH PE=1 SV=3	clasp_minus_rep2	7	7	28.4457478005865
Q02218	OGDH	2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=OGDH PE=1 SV=3	clasp_plus_rep1	7	7	28.4457478005865
Q02218	OGDH	2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=OGDH PE=1 SV=3	clasp_plus_rep2	6	6	28.4457478005865
Q9BXB5	OSBPL10	Oxysterol-binding protein-related protein 10 OS=Homo sapiens GN=OSBPL10 PE=1 SV=2	clasp_minus_rep1	7	7	22.3821989528796
Q9BXB5	OSBPL10	Oxysterol-binding protein-related protein 10 OS=Homo sapiens GN=OSBPL10 PE=1 SV=2	clasp_minus_rep2	6	6	22.3821989528796
Q9BXB5	OSBPL10	Oxysterol-binding protein-related protein 10 OS=Homo sapiens GN=OSBPL10 PE=1 SV=2	clasp_plus_rep1	6	6	22.3821989528796
Q9BXB5	OSBPL10	Oxysterol-binding protein-related protein 10 OS=Homo sapiens GN=OSBPL10 PE=1 SV=2	clasp_plus_rep2	7	7	22.3821989528796
Q9BZF1	OSBPL8	Oxysterol-binding protein-related protein 8 OS=Homo sapiens GN=OSBPL8 PE=1 SV=3	clasp_minus_rep1	4	3	21.822272215973
Q9BZF1	OSBPL8	Oxysterol-binding protein-related protein 8 OS=Homo sapiens GN=OSBPL8 PE=1 SV=3	clasp_minus_rep2	9	8	21.822272215973
Q9BZF1	OSBPL8	Oxysterol-binding protein-related protein 8 OS=Homo sapiens GN=OSBPL8 PE=1 SV=3	clasp_plus_rep1	9	8	21.822272215973
Q9BZF1	OSBPL8	Oxysterol-binding protein-related protein 8 OS=Homo sapiens GN=OSBPL8 PE=1 SV=3	clasp_plus_rep2	10	9	21.822272215973
P11940	PABPC1	Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2	clasp_minus_rep1	8	8	45.440251572327
P11940	PABPC1	Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2	clasp_minus_rep2	11	11	45.440251572327
P11940	PABPC1	Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2	clasp_plus_rep1	8	8	45.440251572327
P11940	PABPC1	Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2	clasp_plus_rep2	14	13	45.440251572327
Q13310	PABPC4	Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4 PE=1 SV=1	clasp_minus_rep1	5	5	30.1242236024845
Q13310	PABPC4	Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4 PE=1 SV=1	clasp_minus_rep2	6	6	30.1242236024845
Q13310	PABPC4	Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4 PE=1 SV=1	clasp_plus_rep1	6	6	30.1242236024845
Q13310	PABPC4	Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4 PE=1 SV=1	clasp_plus_rep2	10	9	30.1242236024845
P43034	PAFAH1B1	Platelet-activating factor acetylhydrolase IB subunit alpha OS=Homo sapiens GN=PAFAH1B1 PE=1 SV=2	clasp_minus_rep1	2	2	29.7560975609756
P43034	PAFAH1B1	Platelet-activating factor acetylhydrolase IB subunit alpha OS=Homo sapiens GN=PAFAH1B1 PE=1 SV=2	clasp_plus_rep1	5	5	29.7560975609756
P43034	PAFAH1B1	Platelet-activating factor acetylhydrolase IB subunit alpha OS=Homo sapiens GN=PAFAH1B1 PE=1 SV=2	clasp_plus_rep2	7	7	29.7560975609756
P22234	PAICS	Multifunctional protein ADE2 OS=Homo sapiens GN=PAICS PE=1 SV=3	clasp_minus_rep1	4	4	34.8235294117647
P22234	PAICS	Multifunctional protein ADE2 OS=Homo sapiens GN=PAICS PE=1 SV=3	clasp_minus_rep2	8	6	34.8235294117647
P22234	PAICS	Multifunctional protein ADE2 OS=Homo sapiens GN=PAICS PE=1 SV=3	clasp_plus_rep1	6	6	34.8235294117647
P22234	PAICS	Multifunctional protein ADE2 OS=Homo sapiens GN=PAICS PE=1 SV=3	clasp_plus_rep2	5	5	34.8235294117647
O96013	PAK4	Serine/threonine-protein kinase PAK 4 OS=Homo sapiens GN=PAK4 PE=1 SV=1	clasp_minus_rep1	3	3	27.072758037225
O96013	PAK4	Serine/threonine-protein kinase PAK 4 OS=Homo sapiens GN=PAK4 PE=1 SV=1	clasp_plus_rep1	4	4	27.072758037225
O96013	PAK4	Serine/threonine-protein kinase PAK 4 OS=Homo sapiens GN=PAK4 PE=1 SV=1	clasp_plus_rep2	4	4	27.072758037225
Q8WX93	PALLD	Palladin OS=Homo sapiens GN=PALLD PE=1 SV=3	clasp_minus_rep1	26	23	46.2039045553145
Q8WX93	PALLD	Palladin OS=Homo sapiens GN=PALLD PE=1 SV=3	clasp_minus_rep2	30	28	46.2039045553145
Q8WX93	PALLD	Palladin OS=Homo sapiens GN=PALLD PE=1 SV=3	clasp_plus_rep1	35	30	46.2039045553145
Q8WX93	PALLD	Palladin OS=Homo sapiens GN=PALLD PE=1 SV=3	clasp_plus_rep2	43	35	46.2039045553145
Q8WX93	PALLD	Palladin OS=Homo sapiens GN=PALLD PE=1 SV=3	no4SU_minus_rep1	4	4	45.7700650759219
Q8WX93	PALLD	Palladin OS=Homo sapiens GN=PALLD PE=1 SV=3	no4SU_minus_rep2	16	14	37.7440347071583
Q8WX93	PALLD	Palladin OS=Homo sapiens GN=PALLD PE=1 SV=3	no4SU_plus_rep1	5	4	45.7700650759219
Q8WX93	PALLD	Palladin OS=Homo sapiens GN=PALLD PE=1 SV=3	no4SU_plus_rep2	9	7	37.7440347071583
Q8IXS6	PALM2	Paralemmin-2 OS=Homo sapiens GN=PALM2 PE=1 SV=3	clasp_minus_rep1	5	4	36.1477572559367
Q8IXS6	PALM2	Paralemmin-2 OS=Homo sapiens GN=PALM2 PE=1 SV=3	clasp_minus_rep2	4	4	36.1477572559367
Q8IXS6	PALM2	Paralemmin-2 OS=Homo sapiens GN=PALM2 PE=1 SV=3	clasp_plus_rep1	5	5	36.1477572559367
Q8IXS6	PALM2	Paralemmin-2 OS=Homo sapiens GN=PALM2 PE=1 SV=3	clasp_plus_rep2	7	7	36.1477572559367
Q8TEW0	PARD3	Partitioning defective 3 homolog OS=Homo sapiens GN=PARD3 PE=1 SV=2	clasp_minus_rep1	18	16	42.330383480826
Q8TEW0	PARD3	Partitioning defective 3 homolog OS=Homo sapiens GN=PARD3 PE=1 SV=2	clasp_minus_rep2	19	18	42.330383480826
Q8TEW0	PARD3	Partitioning defective 3 homolog OS=Homo sapiens GN=PARD3 PE=1 SV=2	clasp_plus_rep1	18	15	42.330383480826
Q8TEW0	PARD3	Partitioning defective 3 homolog OS=Homo sapiens GN=PARD3 PE=1 SV=2	clasp_plus_rep2	21	17	42.330383480826
Q8TEW0	PARD3	Partitioning defective 3 homolog OS=Homo sapiens GN=PARD3 PE=1 SV=2	no4SU_minus_rep2	3	3	20.0589970501475
Q8TEW0	PARD3	Partitioning defective 3 homolog OS=Homo sapiens GN=PARD3 PE=1 SV=2	no4SU_plus_rep2	2	2	20.0589970501475
P09874	PARP1	Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4	clasp_minus_rep1	69	51	81.9526627218935
P09874	PARP1	Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4	clasp_minus_rep2	83	54	81.9526627218936
P09874	PARP1	Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4	clasp_plus_rep1	90	58	81.9526627218936
P09874	PARP1	Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4	clasp_plus_rep2	101	64	81.9526627218935
P09874	PARP1	Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4	no4SU_minus_rep1	3	3	78.4023668639053
P09874	PARP1	Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4	no4SU_minus_rep2	28	22	72.189349112426
P09874	PARP1	Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4	no4SU_plus_rep1	5	5	78.4023668639053
P09874	PARP1	Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4	no4SU_plus_rep2	43	27	72.189349112426
Q460N5	PARP14	Poly [ADP-ribose] polymerase 14 OS=Homo sapiens GN=PARP14 PE=1 SV=3	clasp_minus_rep1	8	7	31.8156579677957
Q460N5	PARP14	Poly [ADP-ribose] polymerase 14 OS=Homo sapiens GN=PARP14 PE=1 SV=3	clasp_minus_rep2	11	10	31.8156579677957
Q86U86	PBRM1	Protein polybromo-1 OS=Homo sapiens GN=PBRM1 PE=1 SV=1	clasp_minus_rep1	6	6	23.3274126702191
Q86U86	PBRM1	Protein polybromo-1 OS=Homo sapiens GN=PBRM1 PE=1 SV=1	clasp_minus_rep2	9	9	23.3274126702191
Q86U86	PBRM1	Protein polybromo-1 OS=Homo sapiens GN=PBRM1 PE=1 SV=1	clasp_plus_rep1	7	7	23.3274126702191
Q86U86	PBRM1	Protein polybromo-1 OS=Homo sapiens GN=PBRM1 PE=1 SV=1	clasp_plus_rep2	13	12	23.3274126702191
Q14690	PDCD11	Protein RRP5 homolog OS=Homo sapiens GN=PDCD11 PE=1 SV=3	clasp_minus_rep1	14	12	39.1234633885623
Q14690	PDCD11	Protein RRP5 homolog OS=Homo sapiens GN=PDCD11 PE=1 SV=3	clasp_minus_rep2	13	11	39.1234633885623
Q14690	PDCD11	Protein RRP5 homolog OS=Homo sapiens GN=PDCD11 PE=1 SV=3	clasp_plus_rep1	12	11	39.1234633885623
Q14690	PDCD11	Protein RRP5 homolog OS=Homo sapiens GN=PDCD11 PE=1 SV=3	clasp_plus_rep2	23	22	39.1234633885623
Q96HC4	PDLIM5	PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5 PE=1 SV=5	clasp_minus_rep1	9	8	39.9328859060403
Q96HC4	PDLIM5	PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5 PE=1 SV=5	clasp_minus_rep2	12	10	39.9328859060403
Q96HC4	PDLIM5	PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5 PE=1 SV=5	clasp_plus_rep1	12	10	39.9328859060403
Q96HC4	PDLIM5	PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5 PE=1 SV=5	clasp_plus_rep2	15	12	39.9328859060403
Q9NR12	PDLIM7	PDZ and LIM domain protein 7 OS=Homo sapiens GN=PDLIM7 PE=1 SV=1	clasp_minus_rep1	3	3	24.945295404814
Q9NR12	PDLIM7	PDZ and LIM domain protein 7 OS=Homo sapiens GN=PDLIM7 PE=1 SV=1	clasp_plus_rep2	2	2	24.945295404814
Q29RF7	PDS5A	Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens GN=PDS5A PE=1 SV=1	clasp_minus_rep1	8	8	32.9842931937173
Q29RF7	PDS5A	Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens GN=PDS5A PE=1 SV=1	clasp_minus_rep2	16	16	32.9842931937173
Q29RF7	PDS5A	Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens GN=PDS5A PE=1 SV=1	clasp_plus_rep1	16	15	32.9842931937173
Q29RF7	PDS5A	Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens GN=PDS5A PE=1 SV=1	clasp_plus_rep2	18	15	32.9842931937173
Q9NTI5	PDS5B	Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens GN=PDS5B PE=1 SV=1	clasp_minus_rep1	12	12	32.7574291637871
Q9NTI5	PDS5B	Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens GN=PDS5B PE=1 SV=1	clasp_minus_rep2	15	14	32.7574291637871
Q9NTI5	PDS5B	Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens GN=PDS5B PE=1 SV=1	clasp_plus_rep1	21	20	32.7574291637871
Q9NTI5	PDS5B	Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens GN=PDS5B PE=1 SV=1	clasp_plus_rep2	23	21	32.7574291637871
O15067	PFAS	Phosphoribosylformylglycinamidine synthase OS=Homo sapiens GN=PFAS PE=1 SV=4	clasp_minus_rep1	6	6	31.5396113602392
O15067	PFAS	Phosphoribosylformylglycinamidine synthase OS=Homo sapiens GN=PFAS PE=1 SV=4	clasp_minus_rep2	9	8	31.5396113602392
O15067	PFAS	Phosphoribosylformylglycinamidine synthase OS=Homo sapiens GN=PFAS PE=1 SV=4	clasp_plus_rep1	10	10	31.5396113602392
O15067	PFAS	Phosphoribosylformylglycinamidine synthase OS=Homo sapiens GN=PFAS PE=1 SV=4	clasp_plus_rep2	14	12	31.5396113602392
P17858	PFKL	ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens GN=PFKL PE=1 SV=6	clasp_minus_rep1	7	6	26.1538461538462
P17858	PFKL	ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens GN=PFKL PE=1 SV=6	clasp_minus_rep2	5	5	26.1538461538462
P17858	PFKL	ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens GN=PFKL PE=1 SV=6	clasp_plus_rep1	7	7	26.1538461538462
P17858	PFKL	ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens GN=PFKL PE=1 SV=6	clasp_plus_rep2	4	4	26.1538461538462
P08237	PFKM	ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens GN=PFKM PE=1 SV=2	clasp_minus_rep1	3	3	27.3076923076923
P08237	PFKM	ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens GN=PFKM PE=1 SV=2	clasp_minus_rep2	3	3	27.3076923076923
P08237	PFKM	ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens GN=PFKM PE=1 SV=2	clasp_plus_rep1	4	4	27.3076923076923
P08237	PFKM	ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens GN=PFKM PE=1 SV=2	clasp_plus_rep2	3	3	27.3076923076923
P07737	PFN1	Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2	clasp_minus_rep1	6	5	56.4285714285714
P07737	PFN1	Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2	clasp_minus_rep2	9	6	56.4285714285714
P07737	PFN1	Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2	clasp_plus_rep1	7	6	56.4285714285714
P07737	PFN1	Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2	clasp_plus_rep2	7	6	56.4285714285714
P36871	PGM1	Phosphoglucomutase-1 OS=Homo sapiens GN=PGM1 PE=1 SV=3	clasp_minus_rep1	3	3	22.7758007117438
P36871	PGM1	Phosphoglucomutase-1 OS=Homo sapiens GN=PGM1 PE=1 SV=3	clasp_minus_rep2	4	4	22.7758007117438
P36871	PGM1	Phosphoglucomutase-1 OS=Homo sapiens GN=PGM1 PE=1 SV=3	clasp_plus_rep1	3	3	22.7758007117438
P36871	PGM1	Phosphoglucomutase-1 OS=Homo sapiens GN=PGM1 PE=1 SV=3	clasp_plus_rep2	4	4	22.7758007117438
Q8IZ21	PHACTR4	Phosphatase and actin regulator 4 OS=Homo sapiens GN=PHACTR4 PE=1 SV=1	clasp_minus_rep1	6	6	26.3532763532764
Q8IZ21	PHACTR4	Phosphatase and actin regulator 4 OS=Homo sapiens GN=PHACTR4 PE=1 SV=1	clasp_minus_rep2	5	5	26.3532763532764
Q8IZ21	PHACTR4	Phosphatase and actin regulator 4 OS=Homo sapiens GN=PHACTR4 PE=1 SV=1	clasp_plus_rep1	4	3	26.3532763532764
Q8IZ21	PHACTR4	Phosphatase and actin regulator 4 OS=Homo sapiens GN=PHACTR4 PE=1 SV=1	clasp_plus_rep2	3	3	26.3532763532764
Q86UU1	PHLDB1	Pleckstrin homology-like domain family B member 1 OS=Homo sapiens GN=PHLDB1 PE=1 SV=1	clasp_minus_rep1	24	21	44.2265795206972
Q86UU1	PHLDB1	Pleckstrin homology-like domain family B member 1 OS=Homo sapiens GN=PHLDB1 PE=1 SV=1	clasp_minus_rep2	29	24	44.2265795206972
Q86UU1	PHLDB1	Pleckstrin homology-like domain family B member 1 OS=Homo sapiens GN=PHLDB1 PE=1 SV=1	clasp_plus_rep1	26	21	44.2265795206972
Q86UU1	PHLDB1	Pleckstrin homology-like domain family B member 1 OS=Homo sapiens GN=PHLDB1 PE=1 SV=1	clasp_plus_rep2	34	27	44.2265795206972
P14618	PKM	Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	clasp_minus_rep1	92	49	85.8757062146894
P14618	PKM	Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	clasp_minus_rep2	86	45	85.8757062146894
P14618	PKM	Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	clasp_plus_rep1	105	53	85.8757062146893
P14618	PKM	Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	clasp_plus_rep2	98	49	85.8757062146894
P14618	PKM	Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	no4SU_minus_rep1	6	6	85.3107344632768
P14618	PKM	Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	no4SU_minus_rep2	29	18	80.6026365348399
P14618	PKM	Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	no4SU_plus_rep1	10	10	85.3107344632768
P14618	PKM	Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	no4SU_plus_rep2	34	20	80.6026365348399
Q16513	PKN2	Serine/threonine-protein kinase N2 OS=Homo sapiens GN=PKN2 PE=1 SV=1	clasp_minus_rep1	6	6	25.9146341463415
Q16513	PKN2	Serine/threonine-protein kinase N2 OS=Homo sapiens GN=PKN2 PE=1 SV=1	clasp_minus_rep2	7	6	25.9146341463415
Q16513	PKN2	Serine/threonine-protein kinase N2 OS=Homo sapiens GN=PKN2 PE=1 SV=1	clasp_plus_rep1	7	7	25.9146341463415
Q16513	PKN2	Serine/threonine-protein kinase N2 OS=Homo sapiens GN=PKN2 PE=1 SV=1	clasp_plus_rep2	9	8	25.9146341463415
Q9Y263	PLAA	Phospholipase A-2-activating protein OS=Homo sapiens GN=PLAA PE=1 SV=2	clasp_minus_rep1	5	5	49.3081761006289
Q9Y263	PLAA	Phospholipase A-2-activating protein OS=Homo sapiens GN=PLAA PE=1 SV=2	clasp_minus_rep2	7	7	49.3081761006289
Q9Y263	PLAA	Phospholipase A-2-activating protein OS=Homo sapiens GN=PLAA PE=1 SV=2	clasp_plus_rep1	9	9	49.3081761006289
Q9Y263	PLAA	Phospholipase A-2-activating protein OS=Homo sapiens GN=PLAA PE=1 SV=2	clasp_plus_rep2	13	13	49.3081761006289
Q15149	PLEC	Plectin OS=Homo sapiens GN=PLEC PE=1 SV=3	clasp_minus_rep1	589	359	87.5960717335615
Q15149	PLEC	Plectin OS=Homo sapiens GN=PLEC PE=1 SV=3	clasp_minus_rep2	563	360	87.5960717335615
Q15149	PLEC	Plectin OS=Homo sapiens GN=PLEC PE=1 SV=3	clasp_plus_rep1	629	403	87.5960717335616
Q15149	PLEC	Plectin OS=Homo sapiens GN=PLEC PE=1 SV=3	clasp_plus_rep2	724	427	87.5960717335616
Q15149	PLEC	Plectin OS=Homo sapiens GN=PLEC PE=1 SV=3	no4SU_minus_rep1	115	100	86.5286080273272
Q15149	PLEC	Plectin OS=Homo sapiens GN=PLEC PE=1 SV=3	no4SU_minus_rep2	606	339	85.0768573868483
Q15149	PLEC	Plectin OS=Homo sapiens GN=PLEC PE=1 SV=3	no4SU_plus_rep1	135	120	86.5286080273272
Q15149	PLEC	Plectin OS=Homo sapiens GN=PLEC PE=1 SV=3	no4SU_plus_rep2	754	285	85.0768573868482
Q02809	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens GN=PLOD1 PE=1 SV=2	clasp_minus_rep1	6	6	34.2503438789546
Q02809	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens GN=PLOD1 PE=1 SV=2	clasp_minus_rep2	10	10	34.2503438789546
Q02809	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens GN=PLOD1 PE=1 SV=2	clasp_plus_rep1	6	6	34.2503438789546
Q02809	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens GN=PLOD1 PE=1 SV=2	clasp_plus_rep2	8	8	34.2503438789546
O43660	PLRG1	Pleiotropic regulator 1 OS=Homo sapiens GN=PLRG1 PE=1 SV=1	clasp_minus_rep1	23	16	71.9844357976654
O43660	PLRG1	Pleiotropic regulator 1 OS=Homo sapiens GN=PLRG1 PE=1 SV=1	clasp_minus_rep2	28	20	71.9844357976654
O43660	PLRG1	Pleiotropic regulator 1 OS=Homo sapiens GN=PLRG1 PE=1 SV=1	clasp_plus_rep1	27	19	71.9844357976654
O43660	PLRG1	Pleiotropic regulator 1 OS=Homo sapiens GN=PLRG1 PE=1 SV=1	clasp_plus_rep2	27	19	71.9844357976654
O43660	PLRG1	Pleiotropic regulator 1 OS=Homo sapiens GN=PLRG1 PE=1 SV=1	no4SU_minus_rep2	7	5	52.5291828793774
O43660	PLRG1	Pleiotropic regulator 1 OS=Homo sapiens GN=PLRG1 PE=1 SV=1	no4SU_plus_rep2	4	4	52.5291828793774
Q8TCS8	PNPT1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens GN=PNPT1 PE=1 SV=2	clasp_minus_rep1	17	16	44.1890166028097
Q8TCS8	PNPT1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens GN=PNPT1 PE=1 SV=2	clasp_minus_rep2	16	15	44.1890166028097
Q8TCS8	PNPT1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens GN=PNPT1 PE=1 SV=2	clasp_plus_rep1	6	6	44.1890166028097
Q8TCS8	PNPT1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens GN=PNPT1 PE=1 SV=2	clasp_plus_rep2	9	9	44.1890166028097
P28340	POLD1	DNA polymerase delta catalytic subunit OS=Homo sapiens GN=POLD1 PE=1 SV=2	clasp_minus_rep1	3	3	20.8672086720867
P28340	POLD1	DNA polymerase delta catalytic subunit OS=Homo sapiens GN=POLD1 PE=1 SV=2	clasp_plus_rep1	3	3	20.8672086720867
P28340	POLD1	DNA polymerase delta catalytic subunit OS=Homo sapiens GN=POLD1 PE=1 SV=2	clasp_plus_rep2	5	5	20.8672086720867
Q9BY77	POLDIP3	Polymerase delta-interacting protein 3 OS=Homo sapiens GN=POLDIP3 PE=1 SV=2	clasp_minus_rep2	2	2	21.8527315914489
Q9BY77	POLDIP3	Polymerase delta-interacting protein 3 OS=Homo sapiens GN=POLDIP3 PE=1 SV=2	clasp_plus_rep1	2	2	21.8527315914489
Q9BY77	POLDIP3	Polymerase delta-interacting protein 3 OS=Homo sapiens GN=POLDIP3 PE=1 SV=2	clasp_plus_rep2	3	3	21.8527315914489
P30876	POLR2B	DNA-directed RNA polymerase II subunit RPB2 OS=Homo sapiens GN=POLR2B PE=1 SV=1	clasp_minus_rep1	13	12	36.2010221465077
P30876	POLR2B	DNA-directed RNA polymerase II subunit RPB2 OS=Homo sapiens GN=POLR2B PE=1 SV=1	clasp_minus_rep2	17	16	36.2010221465077
P30876	POLR2B	DNA-directed RNA polymerase II subunit RPB2 OS=Homo sapiens GN=POLR2B PE=1 SV=1	clasp_plus_rep1	14	13	36.2010221465077
P30876	POLR2B	DNA-directed RNA polymerase II subunit RPB2 OS=Homo sapiens GN=POLR2B PE=1 SV=1	clasp_plus_rep2	17	16	36.2010221465077
A8CG34	POM121C	Nuclear envelope pore membrane protein POM 121C OS=Homo sapiens GN=POM121C PE=1 SV=2	clasp_minus_rep1	3	3	22.0504475183076
A8CG34	POM121C	Nuclear envelope pore membrane protein POM 121C OS=Homo sapiens GN=POM121C PE=1 SV=2	clasp_minus_rep2	2	2	22.0504475183076
A8CG34	POM121C	Nuclear envelope pore membrane protein POM 121C OS=Homo sapiens GN=POM121C PE=1 SV=2	clasp_plus_rep1	3	3	22.0504475183076
A8CG34	POM121C	Nuclear envelope pore membrane protein POM 121C OS=Homo sapiens GN=POM121C PE=1 SV=2	clasp_plus_rep2	5	5	22.0504475183076
Q9NQ55	PPAN	Suppressor of SWI4 1 homolog OS=Homo sapiens GN=PPAN PE=2 SV=1	clasp_minus_rep1	5	5	40.3805496828753
Q9NQ55	PPAN	Suppressor of SWI4 1 homolog OS=Homo sapiens GN=PPAN PE=2 SV=1	clasp_minus_rep2	4	4	40.3805496828753
Q9NQ55	PPAN	Suppressor of SWI4 1 homolog OS=Homo sapiens GN=PPAN PE=2 SV=1	clasp_plus_rep1	5	5	40.3805496828753
